obp_algorithm,prp_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,num_batches,distance
G01,LGAP,10,3,900,414168,6l-30-45-27.txt,45,30,9,3788.0
G02,LGAP,10,3,900,420696,6l-30-45-27.txt,45,30,12,4477.0
G03,LGAP,10,3,900,1057490,6l-30-45-27.txt,45,30,9,3802.0
FCFS,LGAP,10,3,900,408444,6l-30-45-28.txt,45,30,12,4682.0
RANDOM,LGAP,10,3,900,403514,6l-30-45-28.txt,45,30,11,4362.0
SOP,LGAP,10,3,900,632217,6l-30-45-28.txt,45,30,30,7248.0
G01,LGAP,10,3,900,748822,6l-30-45-28.txt,45,30,11,4210.0
G02,LGAP,10,3,900,775815,6l-30-45-28.txt,45,30,12,4608.0
G03,LGAP,10,3,900,2130160,6l-30-45-28.txt,45,30,11,4165.0
FCFS,LGAP,10,3,900,617631,6l-30-45-29.txt,45,30,11,4585.0
RANDOM,LGAP,10,3,900,592496,6l-30-45-29.txt,45,30,10,4020.0
SOP,LGAP,10,3,900,946735,6l-30-45-29.txt,45,30,30,7340.0
G01,LGAP,10,3,900,729356,6l-30-45-29.txt,45,30,9,3956.0
G02,LGAP,10,3,900,710318,6l-30-45-29.txt,45,30,11,4336.0
G03,LGAP,10,3,900,1951283,6l-30-45-29.txt,45,30,10,4088.0
FCFS,LGAP,10,3,900,647128,6l-30-45-30.txt,45,30,11,4432.0
RANDOM,LGAP,10,3,900,638031,6l-30-45-30.txt,45,30,10,4204.0
SOP,LGAP,10,3,900,812508,6l-30-45-30.txt,45,30,30,7257.0
G01,LGAP,10,3,900,480115,6l-30-45-30.txt,45,30,10,4186.0
G02,LGAP,10,3,900,433892,6l-30-45-30.txt,45,30,11,4536.0
G03,LGAP,10,3,900,1179807,6l-30-45-30.txt,45,30,10,4222.0
FCFS,LGAP,10,3,900,413869,6l-30-45-31.txt,45,30,12,4810.0
RANDOM,LGAP,10,3,900,380550,6l-30-45-31.txt,45,30,11,4524.0
SOP,LGAP,10,3,900,551190,6l-30-45-31.txt,45,30,30,7711.0
G01,LGAP,10,3,900,476024,6l-30-45-31.txt,45,30,10,4290.0
G02,LGAP,10,3,900,450279,6l-30-45-31.txt,45,30,12,4762.0
G03,LGAP,10,3,900,1187360,6l-30-45-31.txt,45,30,10,4286.0
FCFS,LGAP,10,3,900,456568,6l-30-45-32.txt,45,30,13,5063.0
RANDOM,LGAP,10,3,900,421879,6l-30-45-32.txt,45,30,12,4801.0
SOP,LGAP,10,3,900,577555,6l-30-45-32.txt,45,30,30,7702.0
G01,LGAP,10,3,900,508166,6l-30-45-32.txt,45,30,11,4554.0
G02,LGAP,10,3,900,525316,6l-30-45-32.txt,45,30,14,5237.0
G03,LGAP,10,3,900,1382913,6l-30-45-32.txt,45,30,12,4786.0
FCFS,LGAP,10,3,900,419101,6l-30-45-33.txt,45,30,12,4678.0
RANDOM,LGAP,10,3,900,379023,6l-30-45-33.txt,45,30,11,4546.0
SOP,LGAP,10,3,900,560814,6l-30-45-33.txt,45,30,30,7896.0
G01,LGAP,10,3,900,463678,6l-30-45-33.txt,45,30,10,4328.0
G02,LGAP,10,3,900,474079,6l-30-45-33.txt,45,30,12,4868.0
G03,LGAP,10,3,900,1271474,6l-30-45-33.txt,45,30,11,4408.0
FCFS,LGAP,10,3,900,392802,6l-30-45-34.txt,45,30,11,4577.0
RANDOM,LGAP,10,3,900,365239,6l-30-45-34.txt,45,30,10,4386.0
SOP,LGAP,10,3,900,535801,6l-30-45-34.txt,45,30,30,7440.0
G01,LGAP,10,3,900,447108,6l-30-45-34.txt,45,30,10,4349.0
G02,LGAP,10,3,900,427489,6l-30-45-34.txt,45,30,11,4592.0
G03,LGAP,10,3,900,1160916,6l-30-45-34.txt,45,30,10,4309.0
FCFS,LGAP,10,3,900,429445,6l-30-45-35.txt,45,30,13,4875.0
RANDOM,LGAP,10,3,900,392172,6l-30-45-35.txt,45,30,11,4505.0
SOP,LGAP,10,3,900,561065,6l-30-45-35.txt,45,30,30,7510.0
G01,LGAP,10,3,900,506443,6l-30-45-35.txt,45,30,11,4505.0
G02,LGAP,10,3,900,467794,6l-30-45-35.txt,45,30,12,4678.0
G03,LGAP,10,3,900,1297219,6l-30-45-35.txt,45,30,11,4317.0
FCFS,LGAP,10,3,900,402482,6l-30-45-36.txt,45,30,12,4355.0
RANDOM,LGAP,10,3,900,364862,6l-30-45-36.txt,45,30,10,4120.0
SOP,LGAP,10,3,900,542718,6l-30-45-36.txt,45,30,30,7048.0
G01,LGAP,10,3,900,455202,6l-30-45-36.txt,45,30,10,4151.0
G02,LGAP,10,3,900,441391,6l-30-45-36.txt,45,30,12,4566.0
G03,LGAP,10,3,900,1157279,6l-30-45-36.txt,45,30,10,4044.0
FCFS,LGAP,10,3,900,430964,6l-30-45-37.txt,45,30,12,4866.0
RANDOM,LGAP,10,3,900,386172,6l-30-45-37.txt,45,30,11,4573.0
SOP,LGAP,10,3,900,553143,6l-30-45-37.txt,45,30,30,7483.0
G01,LGAP,10,3,900,453161,6l-30-45-37.txt,45,30,10,4320.0
G02,LGAP,10,3,900,445816,6l-30-45-37.txt,45,30,11,4464.0
G03,LGAP,10,3,900,1222515,6l-30-45-37.txt,45,30,10,4276.0
FCFS,LGAP,10,3,900,419037,6l-30-45-38.txt,45,30,13,4837.0
RANDOM,LGAP,10,3,900,382705,6l-30-45-38.txt,45,30,10,4099.0
SOP,LGAP,10,3,900,556558,6l-30-45-38.txt,45,30,30,7247.0
G01,LGAP,10,3,900,459449,6l-30-45-38.txt,45,30,10,4169.0
G02,LGAP,10,3,900,443719,6l-30-45-38.txt,45,30,12,4489.0
G03,LGAP,10,3,900,12125926,6l-30-45-38.txt,45,30,10,4060.0
FCFS,LGAP,10,3,900,416447,6l-30-45-39.txt,45,30,12,4778.0
RANDOM,LGAP,10,3,900,384843,6l-30-45-39.txt,45,30,11,4428.0
SOP,LGAP,10,3,900,551348,6l-30-45-39.txt,45,30,30,7361.0
G01,LGAP,10,3,900,462605,6l-30-45-39.txt,45,30,10,4328.0
G02,LGAP,10,3,900,479889,6l-30-45-39.txt,45,30,11,4580.0
G03,LGAP,10,3,900,1254234,6l-30-45-39.txt,45,30,10,4288.0
FCFS,LGAP,10,3,900,401318,7l-30-60-0.txt,60,30,9,4162.0
RANDOM,LGAP,10,3,900,363341,7l-30-60-0.txt,60,30,8,3796.0
SOP,LGAP,10,3,900,562271,7l-30-60-0.txt,60,30,30,7743.0
G01,LGAP,10,3,900,458632,7l-30-60-0.txt,60,30,8,3892.0
G02,LGAP,10,3,900,436219,7l-30-60-0.txt,60,30,9,4100.0
G03,LGAP,10,3,900,1298977,7l-30-60-0.txt,60,30,8,3754.0
FCFS,LGAP,10,3,900,378272,7l-30-60-1.txt,60,30,8,3751.0
RANDOM,LGAP,10,3,900,355053,7l-30-60-1.txt,60,30,8,3770.0
SOP,LGAP,10,3,900,563222,7l-30-60-1.txt,60,30,30,7666.0
G01,LGAP,10,3,900,443586,7l-30-60-1.txt,60,30,8,3734.0
G02,LGAP,10,3,900,431961,7l-30-60-1.txt,60,30,9,4015.0
G03,LGAP,10,3,900,1275747,7l-30-60-1.txt,60,30,8,3694.0
FCFS,LGAP,10,3,900,358010,7l-30-60-2.txt,60,30,8,3640.0
RANDOM,LGAP,10,3,900,333632,7l-30-60-2.txt,60,30,8,3434.0
SOP,LGAP,10,3,900,537237,7l-30-60-2.txt,60,30,30,7451.0
G01,LGAP,10,3,900,414096,7l-30-60-2.txt,60,30,7,3390.0
G02,LGAP,10,3,900,402349,7l-30-60-2.txt,60,30,9,3768.0
G03,LGAP,10,3,900,1150356,7l-30-60-2.txt,60,30,8,3502.0
FCFS,LGAP,10,3,900,375076,7l-30-60-3.txt,60,30,8,3752.0
RANDOM,LGAP,10,3,900,339456,7l-30-60-3.txt,60,30,8,3732.0
SOP,LGAP,10,3,900,541619,7l-30-60-3.txt,60,30,30,7668.0
G01,LGAP,10,3,900,426455,7l-30-60-3.txt,60,30,8,3602.0
G02,LGAP,10,3,900,397820,7l-30-60-3.txt,60,30,8,3692.0
G03,LGAP,10,3,900,1196573,7l-30-60-3.txt,60,30,8,3562.0
FCFS,LGAP,10,3,900,399839,7l-30-60-4.txt,60,30,9,4280.0
RANDOM,LGAP,10,3,900,378453,7l-30-60-4.txt,60,30,8,3838.0
SOP,LGAP,10,3,900,576751,7l-30-60-4.txt,60,30,30,7787.0
G01,LGAP,10,3,900,465574,7l-30-60-4.txt,60,30,8,3956.0
G02,LGAP,10,3,900,459426,7l-30-60-4.txt,60,30,10,4423.0
G03,LGAP,10,3,900,1313027,7l-30-60-4.txt,60,30,8,3916.0
FCFS,LGAP,10,3,900,410727,7l-30-60-5.txt,60,30,9,4152.0
RANDOM,LGAP,10,3,900,384019,7l-30-60-5.txt,60,30,9,3944.0
SOP,LGAP,10,3,900,602838,7l-30-60-5.txt,60,30,30,7772.0
G01,LGAP,10,3,900,485736,7l-30-60-5.txt,60,30,9,4065.0
G02,LGAP,10,3,900,468391,7l-30-60-5.txt,60,30,10,4228.0
G03,LGAP,10,3,900,1420689,7l-30-60-5.txt,60,30,9,4012.0
FCFS,LGAP,10,3,900,354125,7l-30-60-6.txt,60,30,8,3498.0
RANDOM,LGAP,10,3,900,315997,7l-30-60-6.txt,60,30,7,3293.0
SOP,LGAP,10,3,900,529918,7l-30-60-6.txt,60,30,30,7386.0
G01,LGAP,10,3,900,411781,7l-30-60-6.txt,60,30,7,3318.0
G02,LGAP,10,3,900,395776,7l-30-60-6.txt,60,30,8,3588.0
G03,LGAP,10,3,900,1124028,7l-30-60-6.txt,60,30,7,3288.0
FCFS,LGAP,10,3,900,391258,7l-30-60-7.txt,60,30,9,4115.0
RANDOM,LGAP,10,3,900,360550,7l-30-60-7.txt,60,30,8,3704.0
SOP,LGAP,10,3,900,562687,7l-30-60-7.txt,60,30,30,7548.0
G01,LGAP,10,3,900,447663,7l-30-60-7.txt,60,30,8,3720.0
G02,LGAP,10,3,900,447116,7l-30-60-7.txt,60,30,9,4079.0
G03,LGAP,10,3,900,1258852,7l-30-60-7.txt,60,30,8,3663.0
FCFS,LGAP,10,3,900,375783,7l-30-60-8.txt,60,30,8,3882.0
RANDOM,LGAP,10,3,900,349658,7l-30-60-8.txt,60,30,8,3784.0
SOP,LGAP,10,3,900,552861,7l-30-60-8.txt,60,30,30,7468.0
G01,LGAP,10,3,900,438499,7l-30-60-8.txt,60,30,8,3728.0
G02,LGAP,10,3,900,420366,7l-30-60-8.txt,60,30,9,3894.0
G03,LGAP,10,3,900,1234658,7l-30-60-8.txt,60,30,8,3726.0
FCFS,LGAP,10,3,900,374640,7l-30-60-9.txt,60,30,9,3819.0
RANDOM,LGAP,10,3,900,334174,7l-30-60-9.txt,60,30,8,3551.0
SOP,LGAP,10,3,900,543309,7l-30-60-9.txt,60,30,30,7303.0
G01,LGAP,10,3,900,436717,7l-30-60-9.txt,60,30,8,3494.0
G02,LGAP,10,3,900,398672,7l-30-60-9.txt,60,30,8,3644.0
G03,LGAP,10,3,900,1186720,7l-30-60-9.txt,60,30,8,3532.0
FCFS,LGAP,10,3,900,376199,7l-30-60-10.txt,60,30,9,3984.0
RANDOM,LGAP,10,3,900,347009,7l-30-60-10.txt,60,30,8,3710.0
SOP,LGAP,10,3,900,544882,7l-30-60-10.txt,60,30,30,7142.0
G01,LGAP,10,3,900,439892,7l-30-60-10.txt,60,30,8,3478.0
G02,LGAP,10,3,900,416732,7l-30-60-10.txt,60,30,9,4006.0
G03,LGAP,10,3,900,1205243,7l-30-60-10.txt,60,30,8,3600.0
FCFS,LGAP,10,3,900,403805,7l-30-60-11.txt,60,30,9,3912.0
RANDOM,LGAP,10,3,900,361259,7l-30-60-11.txt,60,30,8,3686.0
SOP,LGAP,10,3,900,564690,7l-30-60-11.txt,60,30,30,7344.0
G01,LGAP,10,3,900,452385,7l-30-60-11.txt,60,30,8,3625.0
G02,LGAP,10,3,900,446474,7l-30-60-11.txt,60,30,10,4058.0
G03,LGAP,10,3,900,1296045,7l-30-60-11.txt,60,30,8,3648.0
FCFS,LGAP,10,3,900,419598,7l-30-60-12.txt,60,30,10,4298.0
RANDOM,LGAP,10,3,900,397681,7l-30-60-12.txt,60,30,9,3995.0
SOP,LGAP,10,3,900,591737,7l-30-60-12.txt,60,30,30,7648.0
G01,LGAP,10,3,900,476373,7l-30-60-12.txt,60,30,9,3952.0
G02,LGAP,10,3,900,462375,7l-30-60-12.txt,60,30,10,4359.0
G03,LGAP,10,3,900,1390856,7l-30-60-12.txt,60,30,9,3966.0
FCFS,LGAP,10,3,900,391172,7l-30-60-13.txt,60,30,9,3878.0
RANDOM,LGAP,10,3,900,357603,7l-30-60-13.txt,60,30,8,3630.0
SOP,LGAP,10,3,900,592299,7l-30-60-13.txt,60,30,30,7248.0
G01,LGAP,10,3,900,450762,7l-30-60-13.txt,60,30,8,3553.0
G02,LGAP,10,3,900,430413,7l-30-60-13.txt,60,30,9,3874.0
G03,LGAP,10,3,900,1268387,7l-30-60-13.txt,60,30,8,3470.0
FCFS,LGAP,10,3,900,409774,7l-30-60-14.txt,60,30,9,4231.0
RANDOM,LGAP,10,3,900,388035,7l-30-60-14.txt,60,30,9,4206.0
SOP,LGAP,10,3,900,579796,7l-30-60-14.txt,60,30,30,7953.0
G01,LGAP,10,3,900,496028,7l-30-60-14.txt,60,30,9,3904.0
G02,LGAP,10,3,900,471810,7l-30-60-14.txt,60,30,10,4540.0
G03,LGAP,10,3,900,1384400,7l-30-60-14.txt,60,30,9,4024.0
FCFS,LGAP,10,3,900,366724,7l-30-60-15.txt,60,30,8,3632.0
RANDOM,LGAP,10,3,900,336392,7l-30-60-15.txt,60,30,8,3640.0
SOP,LGAP,10,3,900,543345,7l-30-60-15.txt,60,30,30,7554.0
G01,LGAP,10,3,900,434734,7l-30-60-15.txt,60,30,7,3294.0
G02,LGAP,10,3,900,411374,7l-30-60-15.txt,60,30,8,3561.0
G03,LGAP,10,3,900,1145362,7l-30-60-15.txt,60,30,8,3360.0
FCFS,LGAP,10,3,900,361521,7l-30-60-16.txt,60,30,8,3666.0
RANDOM,LGAP,10,3,900,331838,7l-30-60-16.txt,60,30,8,3621.0
SOP,LGAP,10,3,900,540438,7l-30-60-16.txt,60,30,30,7298.0
G01,LGAP,10,3,900,419730,7l-30-60-16.txt,60,30,8,3460.0
G02,LGAP,10,3,900,408424,7l-30-60-16.txt,60,30,9,3701.0
G03,LGAP,10,3,900,1198516,7l-30-60-16.txt,60,30,8,3531.0
FCFS,LGAP,10,3,900,383524,7l-30-60-17.txt,60,30,9,4032.0
RANDOM,LGAP,10,3,900,359732,7l-30-60-17.txt,60,30,8,3820.0
SOP,LGAP,10,3,900,557917,7l-30-60-17.txt,60,30,30,7248.0
G01,LGAP,10,3,900,446675,7l-30-60-17.txt,60,30,8,3656.0
G02,LGAP,10,3,900,423242,7l-30-60-17.txt,60,30,9,3912.0
G03,LGAP,10,3,900,1300711,7l-30-60-17.txt,60,30,8,3638.0
FCFS,LGAP,10,3,900,388158,7l-30-60-18.txt,60,30,9,3846.0
RANDOM,LGAP,10,3,900,346711,7l-30-60-18.txt,60,30,8,3602.0
SOP,LGAP,10,3,900,552172,7l-30-60-18.txt,60,30,30,7554.0
G01,LGAP,10,3,900,438877,7l-30-60-18.txt,60,30,8,3662.0
G02,LGAP,10,3,900,424211,7l-30-60-18.txt,60,30,9,4018.0
G03,LGAP,10,3,900,1255945,7l-30-60-18.txt,60,30,8,3666.0
FCFS,LGAP,10,3,900,392258,7l-30-60-19.txt,60,30,8,3612.0
RANDOM,LGAP,10,3,900,354949,7l-30-60-19.txt,60,30,8,3610.0
SOP,LGAP,10,3,900,557988,7l-30-60-19.txt,60,30,30,7350.0
G01,LGAP,10,3,900,443231,7l-30-60-19.txt,60,30,8,3716.0
G02,LGAP,10,3,900,421046,7l-30-60-19.txt,60,30,9,3852.0
G03,LGAP,10,3,900,1236206,7l-30-60-19.txt,60,30,8,3576.0
FCFS,LGAP,10,3,900,404767,7l-30-60-20.txt,60,30,9,4266.0
RANDOM,LGAP,10,3,900,398951,7l-30-60-20.txt,60,30,9,4234.0
SOP,LGAP,10,3,900,577156,7l-30-60-20.txt,60,30,30,8232.0
G01,LGAP,10,3,900,475494,7l-30-60-20.txt,60,30,9,4016.0
G02,LGAP,10,3,900,451828,7l-30-60-20.txt,60,30,9,4220.0
G03,LGAP,10,3,900,1376127,7l-30-60-20.txt,60,30,9,4078.0
FCFS,LGAP,10,3,900,351672,7l-30-60-21.txt,60,30,8,3536.0
RANDOM,LGAP,10,3,900,318962,7l-30-60-21.txt,60,30,7,3336.0
SOP,LGAP,10,3,900,546098,7l-30-60-21.txt,60,30,30,7156.0
G01,LGAP,10,3,900,403912,7l-30-60-21.txt,60,30,7,3410.0
G02,LGAP,10,3,900,382678,7l-30-60-21.txt,60,30,8,3550.0
G03,LGAP,10,3,900,1095277,7l-30-60-21.txt,60,30,7,3210.0
FCFS,LGAP,10,3,900,385813,7l-30-60-22.txt,60,30,8,3848.0
RANDOM,LGAP,10,3,900,361396,7l-30-60-22.txt,60,30,8,3876.0
SOP,LGAP,10,3,900,568722,7l-30-60-22.txt,60,30,30,7637.0
G01,LGAP,10,3,900,464128,7l-30-60-22.txt,60,30,8,3820.0
G02,LGAP,10,3,900,439535,7l-30-60-22.txt,60,30,9,4084.0
G03,LGAP,10,3,900,1303957,7l-30-60-22.txt,60,30,8,3846.0
FCFS,LGAP,10,3,900,400438,7l-30-60-23.txt,60,30,9,4054.0
RANDOM,LGAP,10,3,900,361148,7l-30-60-23.txt,60,30,8,3702.0
SOP,LGAP,10,3,900,574195,7l-30-60-23.txt,60,30,30,7425.0
G01,LGAP,10,3,900,462698,7l-30-60-23.txt,60,30,8,3835.0
G02,LGAP,10,3,900,459531,7l-30-60-23.txt,60,30,9,4101.0
G03,LGAP,10,3,900,1316657,7l-30-60-23.txt,60,30,8,3744.0
FCFS,LGAP,10,3,900,346400,7l-30-60-24.txt,60,30,8,3490.0
RANDOM,LGAP,10,3,900,314716,7l-30-60-24.txt,60,30,7,3302.0
SOP,LGAP,10,3,900,530042,7l-30-60-24.txt,60,30,30,7027.0
G01,LGAP,10,3,900,405191,7l-30-60-24.txt,60,30,7,3316.0
G02,LGAP,10,3,900,377087,7l-30-60-24.txt,60,30,8,3546.0
G03,LGAP,10,3,900,1112093,7l-30-60-24.txt,60,30,7,3134.0
FCFS,LGAP,10,3,900,391476,7l-30-60-25.txt,60,30,9,3736.0
RANDOM,LGAP,10,3,900,359621,7l-30-60-25.txt,60,30,8,3496.0
SOP,LGAP,10,3,900,560769,7l-30-60-25.txt,60,30,30,6918.0
G01,LGAP,10,3,900,449949,7l-30-60-25.txt,60,30,8,3472.0
G02,LGAP,10,3,900,433978,7l-30-60-25.txt,60,30,9,3770.0
G03,LGAP,10,3,900,1297942,7l-30-60-25.txt,60,30,8,3538.0
FCFS,LGAP,10,3,900,416171,7l-30-60-26.txt,60,30,10,4061.0
RANDOM,LGAP,10,3,900,387479,7l-30-60-26.txt,60,30,9,3937.0
SOP,LGAP,10,3,900,579748,7l-30-60-26.txt,60,30,30,7695.0
G01,LGAP,10,3,900,465384,7l-30-60-26.txt,60,30,8,3742.0
G02,LGAP,10,3,900,475677,7l-30-60-26.txt,60,30,10,4213.0
G03,LGAP,10,3,900,1362018,7l-30-60-26.txt,60,30,9,3886.0
FCFS,LGAP,10,3,900,431515,7l-30-60-27.txt,60,30,10,4547.0
RANDOM,LGAP,10,3,900,389605,7l-30-60-27.txt,60,30,9,4255.0
SOP,LGAP,10,3,900,586931,7l-30-60-27.txt,60,30,30,8056.0
G01,LGAP,10,3,900,488828,7l-30-60-27.txt,60,30,9,4090.0
G02,LGAP,10,3,900,474680,7l-30-60-27.txt,60,30,10,4516.0
G03,LGAP,10,3,900,1375982,7l-30-60-27.txt,60,30,9,4062.0
FCFS,LGAP,10,3,900,370604,7l-30-60-28.txt,60,30,8,3554.0
RANDOM,LGAP,10,3,900,334799,7l-30-60-28.txt,60,30,8,3582.0
SOP,LGAP,10,3,900,531542,7l-30-60-28.txt,60,30,30,7310.0
G01,LGAP,10,3,900,411589,7l-30-60-28.txt,60,30,7,3372.0
G02,LGAP,10,3,900,387156,7l-30-60-28.txt,60,30,8,3602.0
G03,LGAP,10,3,900,1113866,7l-30-60-28.txt,60,30,7,3328.0
FCFS,LGAP,10,3,900,386833,7l-30-60-29.txt,60,30,9,4146.0
RANDOM,LGAP,10,3,900,355169,7l-30-60-29.txt,60,30,8,3846.0
SOP,LGAP,10,3,900,571107,7l-30-60-29.txt,60,30,30,7566.0
G01,LGAP,10,3,900,461647,7l-30-60-29.txt,60,30,8,3819.0
G02,LGAP,10,3,900,420489,7l-30-60-29.txt,60,30,9,4149.0
G03,LGAP,10,3,900,1228013,7l-30-60-29.txt,60,30,8,3752.0
FCFS,LGAP,10,3,900,352264,7l-30-60-30.txt,60,30,8,3508.0
RANDOM,LGAP,10,3,900,321067,7l-30-60-30.txt,60,30,7,3232.0
SOP,LGAP,10,3,900,536805,7l-30-60-30.txt,60,30,30,7021.0
G01,LGAP,10,3,900,419492,7l-30-60-30.txt,60,30,7,3346.0
G02,LGAP,10,3,900,392959,7l-30-60-30.txt,60,30,8,3481.0
G03,LGAP,10,3,900,1110012,7l-30-60-30.txt,60,30,7,3230.0
FCFS,LGAP,10,3,900,384440,7l-30-60-31.txt,60,30,9,4028.0
RANDOM,LGAP,10,3,900,357800,7l-30-60-31.txt,60,30,8,3648.0
SOP,LGAP,10,3,900,556983,7l-30-60-31.txt,60,30,30,7545.0
G01,LGAP,10,3,900,452588,7l-30-60-31.txt,60,30,8,3814.0
G02,LGAP,10,3,900,431520,7l-30-60-31.txt,60,30,9,4212.0
G03,LGAP,10,3,900,1282256,7l-30-60-31.txt,60,30,8,3880.0
FCFS,LGAP,10,3,900,399930,7l-30-60-32.txt,60,30,9,4001.0
RANDOM,LGAP,10,3,900,376968,7l-30-60-32.txt,60,30,9,4018.0
SOP,LGAP,10,3,900,575382,7l-30-60-32.txt,60,30,30,7435.0
G01,LGAP,10,3,900,454967,7l-30-60-32.txt,60,30,8,3738.0
G02,LGAP,10,3,900,441752,7l-30-60-32.txt,60,30,10,4194.0
G03,LGAP,10,3,900,1315953,7l-30-60-32.txt,60,30,8,3736.0
FCFS,LGAP,10,3,900,354538,7l-30-60-33.txt,60,30,8,3643.0
RANDOM,LGAP,10,3,900,340693,7l-30-60-33.txt,60,30,8,3500.0
SOP,LGAP,10,3,900,537828,7l-30-60-33.txt,60,30,30,7474.0
G01,LGAP,10,3,900,413048,7l-30-60-33.txt,60,30,7,3404.0
G02,LGAP,10,3,900,395751,7l-30-60-33.txt,60,30,8,3606.0
G03,LGAP,10,3,900,1153881,7l-30-60-33.txt,60,30,8,3604.0
FCFS,LGAP,10,3,900,462597,7l-30-60-34.txt,60,30,11,4942.0
RANDOM,LGAP,10,3,900,426271,7l-30-60-34.txt,60,30,10,4691.0
SOP,LGAP,10,3,900,613264,7l-30-60-34.txt,60,30,30,8455.0
G01,LGAP,10,3,900,506899,7l-30-60-34.txt,60,30,9,4422.0
G02,LGAP,10,3,900,520450,7l-30-60-34.txt,60,30,11,4910.0
G03,LGAP,10,3,900,1553991,7l-30-60-34.txt,60,30,10,4442.0
FCFS,LGAP,10,3,900,354541,7l-30-60-35.txt,60,30,8,3365.0
RANDOM,LGAP,10,3,900,317969,7l-30-60-35.txt,60,30,7,3212.0
SOP,LGAP,10,3,900,521237,7l-30-60-35.txt,60,30,30,6899.0
G01,LGAP,10,3,900,399337,7l-30-60-35.txt,60,30,7,3087.0
G02,LGAP,10,3,900,375149,7l-30-60-35.txt,60,30,8,3329.0
G03,LGAP,10,3,900,1068937,7l-30-60-35.txt,60,30,7,3140.0
FCFS,LGAP,10,3,900,351265,7l-30-60-36.txt,60,30,8,3490.0
RANDOM,LGAP,10,3,900,314681,7l-30-60-36.txt,60,30,7,3272.0
SOP,LGAP,10,3,900,540302,7l-30-60-36.txt,60,30,30,6902.0
G01,LGAP,10,3,900,395333,7l-30-60-36.txt,60,30,7,3182.0
G02,LGAP,10,3,900,379699,7l-30-60-36.txt,60,30,8,3400.0
G03,LGAP,10,3,900,1076034,7l-30-60-36.txt,60,30,7,3300.0
FCFS,LGAP,10,3,900,361934,7l-30-60-37.txt,60,30,8,3646.0
RANDOM,LGAP,10,3,900,340787,7l-30-60-37.txt,60,30,8,3466.0
SOP,LGAP,10,3,900,571700,7l-30-60-37.txt,60,30,30,7190.0
G01,LGAP,10,3,900,440727,7l-30-60-37.txt,60,30,8,3364.0
G02,LGAP,10,3,900,397230,7l-30-60-37.txt,60,30,8,3579.0
G03,LGAP,10,3,900,1174385,7l-30-60-37.txt,60,30,8,3574.0
FCFS,LGAP,10,3,900,383480,7l-30-60-38.txt,60,30,9,3910.0
RANDOM,LGAP,10,3,900,357676,7l-30-60-38.txt,60,30,8,3641.0
SOP,LGAP,10,3,900,558059,7l-30-60-38.txt,60,30,30,7438.0
G01,LGAP,10,3,900,444160,7l-30-60-38.txt,60,30,8,3600.0
G02,LGAP,10,3,900,431328,7l-30-60-38.txt,60,30,9,3894.0
G03,LGAP,10,3,900,1251746,7l-30-60-38.txt,60,30,8,3534.0
FCFS,LGAP,10,3,900,365554,7l-30-60-39.txt,60,30,8,3761.0
RANDOM,LGAP,10,3,900,349309,7l-30-60-39.txt,60,30,8,3868.0
SOP,LGAP,10,3,900,554194,7l-30-60-39.txt,60,30,30,7517.0
G01,LGAP,10,3,900,443729,7l-30-60-39.txt,60,30,8,3822.0
G02,LGAP,10,3,900,415832,7l-30-60-39.txt,60,30,8,3857.0
G03,LGAP,10,3,900,1244667,7l-30-60-39.txt,60,30,8,3772.0
FCFS,LGAP,10,3,900,331233,8l-30-75-0.txt,75,30,6,3008.0
RANDOM,LGAP,10,3,900,314190,8l-30-75-0.txt,75,30,6,3092.0
SOP,LGAP,10,3,900,539775,8l-30-75-0.txt,75,30,30,7218.0
G01,LGAP,10,3,900,404528,8l-30-75-0.txt,75,30,6,3060.0
G02,LGAP,10,3,900,372544,8l-30-75-0.txt,75,30,6,3046.0
G03,LGAP,10,3,900,1122501,8l-30-75-0.txt,75,30,6,2946.0
FCFS,LGAP,10,3,900,331208,8l-30-75-1.txt,75,30,6,2830.0
RANDOM,LGAP,10,3,900,281247,8l-30-75-1.txt,75,30,5,2570.0
SOP,LGAP,10,3,900,535317,8l-30-75-1.txt,75,30,30,6675.0
G01,LGAP,10,3,900,359228,8l-30-75-1.txt,75,30,5,2566.0
G02,LGAP,10,3,900,340108,8l-30-75-1.txt,75,30,6,2840.0
G03,LGAP,10,3,900,972440,8l-30-75-1.txt,75,30,5,2614.0
FCFS,LGAP,10,3,900,358863,8l-30-75-2.txt,75,30,7,3254.0
RANDOM,LGAP,10,3,900,324723,8l-30-75-2.txt,75,30,6,3020.0
SOP,LGAP,10,3,900,564268,8l-30-75-2.txt,75,30,30,7182.0
G01,LGAP,10,3,900,433184,8l-30-75-2.txt,75,30,6,2948.0
G02,LGAP,10,3,900,396116,8l-30-75-2.txt,75,30,7,3272.0
G03,LGAP,10,3,900,1207807,8l-30-75-2.txt,75,30,6,3082.0
FCFS,LGAP,10,3,900,354492,8l-30-75-3.txt,75,30,7,3430.0
RANDOM,LGAP,10,3,900,320795,8l-30-75-3.txt,75,30,6,3230.0
SOP,LGAP,10,3,900,546113,8l-30-75-3.txt,75,30,30,7677.0
G01,LGAP,10,3,900,412367,8l-30-75-3.txt,75,30,6,3116.0
G02,LGAP,10,3,900,411557,8l-30-75-3.txt,75,30,7,3436.0
