obp_algorithm,prp_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,num_batches,distance,type_experiment
G03,LGAP,10,3,900,12313482,56l-100-75-28.txt,75,100,21,10663,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1160918,56l-100-75-29.txt,75,100,23,11592,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1133919,56l-100-75-29.txt,75,100,21,10942,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1872719,56l-100-75-29.txt,75,100,100,25524,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2178588,56l-100-75-29.txt,75,100,21,10868,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1906861,56l-100-75-29.txt,75,100,23,11480,WITH_ENCAPSULATION
G03,LGAP,10,3,900,12202333,56l-100-75-29.txt,75,100,21,10698,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1080539,56l-100-75-30.txt,75,100,21,10370,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1080138,56l-100-75-30.txt,75,100,20,10132,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1852582,56l-100-75-30.txt,75,100,100,24334,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2063120,56l-100-75-30.txt,75,100,19,9854,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1779813,56l-100-75-30.txt,75,100,21,10342,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11363832,56l-100-75-30.txt,75,100,19,9701,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1127531,56l-100-75-31.txt,75,100,22,10930,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1098216,56l-100-75-31.txt,75,100,20,10226,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1833283,56l-100-75-31.txt,75,100,100,25285,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2128255,56l-100-75-31.txt,75,100,20,10378,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1837115,56l-100-75-31.txt,75,100,22,10941,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11747042,56l-100-75-31.txt,75,100,20,10393,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1084057,56l-100-75-32.txt,75,100,21,10677,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1038775,56l-100-75-32.txt,75,100,19,10048,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1773104,56l-100-75-32.txt,75,100,100,24830,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2047492,56l-100-75-32.txt,75,100,19,9936,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1716990,56l-100-75-32.txt,75,100,21,10577,WITH_ENCAPSULATION
G03,LGAP,10,3,900,57701959,56l-100-75-32.txt,75,100,19,10006,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1102596,56l-100-75-33.txt,75,100,21,10630,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1095004,56l-100-75-33.txt,75,100,20,10282,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1847473,56l-100-75-33.txt,75,100,100,24526,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2109881,56l-100-75-33.txt,75,100,20,10243,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1829551,56l-100-75-33.txt,75,100,22,10761,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11798534,56l-100-75-33.txt,75,100,20,10009,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1098318,56l-100-75-34.txt,75,100,22,10479,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1072477,56l-100-75-34.txt,75,100,20,9716,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1849401,56l-100-75-34.txt,75,100,100,23768,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2101541,56l-100-75-34.txt,75,100,20,9734,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1799467,56l-100-75-34.txt,75,100,21,10244,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11490348,56l-100-75-34.txt,75,100,20,9708,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1130233,56l-100-75-35.txt,75,100,23,11650,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1087561,56l-100-75-35.txt,75,100,20,10699,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1855572,56l-100-75-35.txt,75,100,100,25124,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2102784,56l-100-75-35.txt,75,100,20,10496,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1871895,56l-100-75-35.txt,75,100,22,11380,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11720502,56l-100-75-35.txt,75,100,20,10404,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1076558,56l-100-75-36.txt,75,100,21,10375,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1078326,56l-100-75-36.txt,75,100,20,10174,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1831007,56l-100-75-36.txt,75,100,100,24710,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2067771,56l-100-75-36.txt,75,100,19,9883,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1783124,56l-100-75-36.txt,75,100,21,10527,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11496089,56l-100-75-36.txt,75,100,20,10168,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1063450,56l-100-75-37.txt,75,100,21,10645,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1042241,56l-100-75-37.txt,75,100,19,10334,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1794747,56l-100-75-37.txt,75,100,100,24844,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2050229,56l-100-75-37.txt,75,100,19,10252,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1721719,56l-100-75-37.txt,75,100,21,10884,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11006590,56l-100-75-37.txt,75,100,19,9976,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1083414,56l-100-75-38.txt,75,100,21,10472,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1078051,56l-100-75-38.txt,75,100,20,10086,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1809883,56l-100-75-38.txt,75,100,100,24021,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2113053,56l-100-75-38.txt,75,100,20,9941,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1792579,56l-100-75-38.txt,75,100,22,10678,WITH_ENCAPSULATION
G03,LGAP,10,3,900,11619316,56l-100-75-38.txt,75,100,20,9997,WITH_ENCAPSULATION
FCFS,LGAP,10,3,900,1136351,56l-100-75-39.txt,75,100,23,10941,WITH_ENCAPSULATION
RANDOM,LGAP,10,3,900,1134457,56l-100-75-39.txt,75,100,21,10520,WITH_ENCAPSULATION
SOP,LGAP,10,3,900,1847127,56l-100-75-39.txt,75,100,100,24523,WITH_ENCAPSULATION
G01,LGAP,10,3,900,2187212,56l-100-75-39.txt,75,100,21,10482,WITH_ENCAPSULATION
G02,LGAP,10,3,900,1886533,56l-100-75-39.txt,75,100,23,11282,WITH_ENCAPSULATION
G03,LGAP,10,3,900,12278036,56l-100-75-39.txt,75,100,21,10513,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,9783568,21s-20-30-0.txt,30,20,15,5006,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,2750000,21s-20-30-0.txt,30,20,12,4094,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,2450195,21s-20-30-0.txt,30,20,20,5690,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,2320601,21s-20-30-0.txt,30,20,12,4250,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1987426,21s-20-30-0.txt,30,20,14,4790,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,6076043,21s-20-30-0.txt,30,20,13,4522,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,2019406,21s-20-30-1.txt,30,20,15,4890,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,1116413,21s-20-30-1.txt,30,20,11,3986,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1010426,21s-20-30-1.txt,30,20,20,5668,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,638173,21s-20-30-1.txt,30,20,10,3752,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,691220,21s-20-30-1.txt,30,20,13,4580,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,2434306,21s-20-30-1.txt,30,20,11,4038,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,1253111,21s-20-30-2.txt,30,20,13,4346,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,1167451,21s-20-30-2.txt,30,20,11,3874,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1404590,21s-20-30-2.txt,30,20,20,5496,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1065111,21s-20-30-2.txt,30,20,10,3618,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1213070,21s-20-30-2.txt,30,20,13,4254,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,2213743,21s-20-30-2.txt,30,20,11,3864,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,1233500,21s-20-30-3.txt,30,20,14,4524,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,1106511,21s-20-30-3.txt,30,20,13,4518,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1391450,21s-20-30-3.txt,30,20,20,5930,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1032663,21s-20-30-3.txt,30,20,12,4478,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1186581,21s-20-30-3.txt,30,20,14,4860,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1791583,21s-20-30-3.txt,30,20,13,4614,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,772694,21s-20-30-4.txt,30,20,11,3720,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,712850,21s-20-30-4.txt,30,20,10,3384,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,909331,21s-20-30-4.txt,30,20,20,5230,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,652247,21s-20-30-4.txt,30,20,9,3300,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,811129,21s-20-30-4.txt,30,20,12,4050,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1881615,21s-20-30-4.txt,30,20,10,3476,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,736816,21s-20-30-5.txt,30,20,13,4372,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,711176,21s-20-30-5.txt,30,20,11,3986,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,735261,21s-20-30-5.txt,30,20,20,5430,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,642763,21s-20-30-5.txt,30,20,11,3824,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,676582,21s-20-30-5.txt,30,20,13,4354,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1715327,21s-20-30-5.txt,30,20,11,3948,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,742367,21s-20-30-6.txt,30,20,14,4752,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,764602,21s-20-30-6.txt,30,20,14,4842,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,809870,21s-20-30-6.txt,30,20,20,6040,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,754343,21s-20-30-6.txt,30,20,13,4492,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,802169,21s-20-30-6.txt,30,20,15,5038,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1460558,21s-20-30-6.txt,30,20,14,4916,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,642136,21s-20-30-7.txt,30,20,14,4606,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,632337,21s-20-30-7.txt,30,20,12,4336,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,911395,21s-20-30-7.txt,30,20,20,5622,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,655325,21s-20-30-7.txt,30,20,10,3838,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,686381,21s-20-30-7.txt,30,20,13,4602,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1654963,21s-20-30-7.txt,30,20,11,4080,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,563356,21s-20-30-8.txt,30,20,12,3764,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,341691,21s-20-30-8.txt,30,20,11,3712,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,374887,21s-20-30-8.txt,30,20,20,4906,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,335193,21s-20-30-8.txt,30,20,10,3470,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,429982,21s-20-30-8.txt,30,20,12,3808,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1052264,21s-20-30-8.txt,30,20,10,3404,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,308084,21s-20-30-9.txt,30,20,10,3396,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,312811,21s-20-30-9.txt,30,20,10,3474,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,354228,21s-20-30-9.txt,30,20,20,5038,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,487059,21s-20-30-9.txt,30,20,9,3140,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,570904,21s-20-30-9.txt,30,20,11,3590,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1839130,21s-20-30-9.txt,30,20,10,3380,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,595798,21s-20-30-10.txt,30,20,13,4022,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,539157,21s-20-30-10.txt,30,20,10,3584,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,667223,21s-20-30-10.txt,30,20,20,5366,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,572793,21s-20-30-10.txt,30,20,10,3436,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,631437,21s-20-30-10.txt,30,20,13,4104,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1803881,21s-20-30-10.txt,30,20,10,3372,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,704131,21s-20-30-11.txt,30,20,15,4898,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,700408,21s-20-30-11.txt,30,20,14,4712,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,758633,21s-20-30-11.txt,30,20,20,5614,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,747532,21s-20-30-11.txt,30,20,13,4414,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,763752,21s-20-30-11.txt,30,20,15,4932,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1451525,21s-20-30-11.txt,30,20,13,4272,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,684722,21s-20-30-12.txt,30,20,15,5240,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,619934,21s-20-30-12.txt,30,20,14,5102,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,416495,21s-20-30-12.txt,30,20,20,6032,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,414540,21s-20-30-12.txt,30,20,14,5006,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,453424,21s-20-30-12.txt,30,20,16,5386,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1133116,21s-20-30-12.txt,30,20,14,4916,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,694568,21s-20-30-13.txt,30,20,16,5196,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,670320,21s-20-30-13.txt,30,20,14,4790,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,729708,21s-20-30-13.txt,30,20,20,6068,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,678543,21s-20-30-13.txt,30,20,12,4252,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,741344,21s-20-30-13.txt,30,20,15,4910,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1504581,21s-20-30-13.txt,30,20,12,4318,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,647656,21s-20-30-14.txt,30,20,13,4438,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,598515,21s-20-30-14.txt,30,20,11,3956,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,688955,21s-20-30-14.txt,30,20,20,5708,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,602890,21s-20-30-14.txt,30,20,10,3852,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,649772,21s-20-30-14.txt,30,20,13,4550,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1594072,21s-20-30-14.txt,30,20,11,4040,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,507913,21s-20-30-15.txt,30,20,10,3300,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,476819,21s-20-30-15.txt,30,20,9,3308,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,617577,21s-20-30-15.txt,30,20,20,4978,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,538704,21s-20-30-15.txt,30,20,9,3172,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,526391,21s-20-30-15.txt,30,20,10,3528,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1602961,21s-20-30-15.txt,30,20,9,3200,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,658175,21s-20-30-16.txt,30,20,15,4956,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,634767,21s-20-30-16.txt,30,20,13,4612,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,729906,21s-20-30-16.txt,30,20,20,5942,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,693022,21s-20-30-16.txt,30,20,12,4328,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,732936,21s-20-30-16.txt,30,20,15,5056,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1480101,21s-20-30-16.txt,30,20,12,4330,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,688938,21s-20-30-17.txt,30,20,14,4646,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,638621,21s-20-30-17.txt,30,20,13,4420,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,751142,21s-20-30-17.txt,30,20,20,5770,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,681561,21s-20-30-17.txt,30,20,13,4382,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,674853,21s-20-30-17.txt,30,20,15,4820,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1497322,21s-20-30-17.txt,30,20,13,4374,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,558239,21s-20-30-18.txt,30,20,13,4666,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,524702,21s-20-30-18.txt,30,20,12,4450,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,632423,21s-20-30-18.txt,30,20,20,5868,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,577781,21s-20-30-18.txt,30,20,10,3924,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,576620,21s-20-30-18.txt,30,20,13,4524,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1341042,21s-20-30-18.txt,30,20,11,4206,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,382937,21s-20-30-19.txt,30,20,13,4392,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,284542,21s-20-30-19.txt,30,20,11,4096,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,326813,21s-20-30-19.txt,30,20,20,5418,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,296278,21s-20-30-19.txt,30,20,10,3670,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,324639,21s-20-30-19.txt,30,20,12,4144,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1320229,21s-20-30-19.txt,30,20,11,3976,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,675033,21s-20-30-20.txt,30,20,17,5522,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,623852,21s-20-30-20.txt,30,20,15,5234,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,702374,21s-20-30-20.txt,30,20,20,5966,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,719384,21s-20-30-20.txt,30,20,15,5214,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,738838,21s-20-30-20.txt,30,20,16,5416,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1333165,21s-20-30-20.txt,30,20,16,5418,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,449795,21s-20-30-21.txt,30,20,11,3774,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,466998,21s-20-30-21.txt,30,20,10,3588,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,557437,21s-20-30-21.txt,30,20,20,5124,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,466482,21s-20-30-21.txt,30,20,9,3298,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,475803,21s-20-30-21.txt,30,20,11,3676,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1723966,21s-20-30-21.txt,30,20,9,3408,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,462989,21s-20-30-22.txt,30,20,11,3646,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,431758,21s-20-30-22.txt,30,20,9,3344,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,568834,21s-20-30-22.txt,30,20,20,5018,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,448978,21s-20-30-22.txt,30,20,9,3162,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,476461,21s-20-30-22.txt,30,20,11,3752,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1599506,21s-20-30-22.txt,30,20,9,3116,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,562058,21s-20-30-23.txt,30,20,13,4146,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,539212,21s-20-30-23.txt,30,20,12,4054,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,607735,21s-20-30-23.txt,30,20,20,5174,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,535874,21s-20-30-23.txt,30,20,11,3796,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,592912,21s-20-30-23.txt,30,20,13,4230,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,975616,21s-20-30-23.txt,30,20,12,3984,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,546366,21s-20-30-24.txt,30,20,14,4884,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,538640,21s-20-30-24.txt,30,20,13,4632,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,630209,21s-20-30-24.txt,30,20,20,5896,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,591998,21s-20-30-24.txt,30,20,12,4274,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,615884,21s-20-30-24.txt,30,20,15,5178,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,939919,21s-20-30-24.txt,30,20,13,4630,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,501077,21s-20-30-25.txt,30,20,12,4004,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,476698,21s-20-30-25.txt,30,20,10,3622,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,605259,21s-20-30-25.txt,30,20,20,5242,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,528244,21s-20-30-25.txt,30,20,10,3584,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,557296,21s-20-30-25.txt,30,20,13,4392,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1010907,21s-20-30-25.txt,30,20,10,3488,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,523187,21s-20-30-26.txt,30,20,13,4148,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,458224,21s-20-30-26.txt,30,20,11,3706,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,551212,21s-20-30-26.txt,30,20,20,5130,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,494202,21s-20-30-26.txt,30,20,10,3558,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,514643,21s-20-30-26.txt,30,20,12,3836,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,910847,21s-20-30-26.txt,30,20,11,3802,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,462741,21s-20-30-27.txt,30,20,13,4290,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,500295,21s-20-30-27.txt,30,20,12,4232,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,554191,21s-20-30-27.txt,30,20,20,5662,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,542858,21s-20-30-27.txt,30,20,11,4058,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,552473,21s-20-30-27.txt,30,20,13,4440,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,903317,21s-20-30-27.txt,30,20,11,4042,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,503512,21s-20-30-28.txt,30,20,13,4154,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,474276,21s-20-30-28.txt,30,20,11,3898,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,534475,21s-20-30-28.txt,30,20,20,5282,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,535583,21s-20-30-28.txt,30,20,11,3794,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,542357,21s-20-30-28.txt,30,20,13,4230,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,925455,21s-20-30-28.txt,30,20,11,3862,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,473344,21s-20-30-29.txt,30,20,12,4238,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,477343,21s-20-30-29.txt,30,20,10,3760,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,555503,21s-20-30-29.txt,30,20,20,5510,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,454963,21s-20-30-29.txt,30,20,9,3446,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,480765,21s-20-30-29.txt,30,20,12,4304,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,2357909,21s-20-30-29.txt,30,20,10,3740,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,425962,21s-20-30-30.txt,30,20,11,3672,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,444011,21s-20-30-30.txt,30,20,10,3544,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,539174,21s-20-30-30.txt,30,20,20,5264,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,519858,21s-20-30-30.txt,30,20,10,3530,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,535379,21s-20-30-30.txt,30,20,13,4328,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,1457339,21s-20-30-30.txt,30,20,11,3848,WITH_ENCAPSULATION
