obp_algorithm,prp_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,num_batches,distance,type_experiment
G02,SSHAPE,10,3,900,835386,59s-70-60-21.txt,60,70,20,9300,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5499994,59s-70-60-21.txt,60,70,18,8242,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,579116,59s-70-60-22.txt,60,70,19,8476,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,553368,59s-70-60-22.txt,60,70,18,8086,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,763413,59s-70-60-22.txt,60,70,70,19516,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,921407,59s-70-60-22.txt,60,70,18,8034,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,807350,59s-70-60-22.txt,60,70,20,8928,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5634077,59s-70-60-22.txt,60,70,18,8190,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,584991,59s-70-60-23.txt,60,70,20,8514,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,559825,59s-70-60-23.txt,60,70,18,7776,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,748567,59s-70-60-23.txt,60,70,70,19324,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,888752,59s-70-60-23.txt,60,70,17,7502,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,804584,59s-70-60-23.txt,60,70,20,8462,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5515912,59s-70-60-23.txt,60,70,17,7570,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,589881,59s-70-60-24.txt,60,70,20,8890,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,570147,59s-70-60-24.txt,60,70,18,8378,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,768547,59s-70-60-24.txt,60,70,70,19336,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,904126,59s-70-60-24.txt,60,70,18,8112,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,839908,59s-70-60-24.txt,60,70,20,8962,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5749166,59s-70-60-24.txt,60,70,18,8112,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,574662,59s-70-60-25.txt,60,70,19,8382,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,548943,59s-70-60-25.txt,60,70,17,7500,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,744632,59s-70-60-25.txt,60,70,70,19162,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,902250,59s-70-60-25.txt,60,70,17,7746,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,791664,59s-70-60-25.txt,60,70,20,8592,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5400246,59s-70-60-25.txt,60,70,17,7580,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,581454,59s-70-60-26.txt,60,70,19,8490,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,566856,59s-70-60-26.txt,60,70,18,7894,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,757714,59s-70-60-26.txt,60,70,70,19070,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,888234,59s-70-60-26.txt,60,70,17,7594,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,815903,59s-70-60-26.txt,60,70,20,8600,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5672136,59s-70-60-26.txt,60,70,18,8062,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,587411,59s-70-60-27.txt,60,70,20,9050,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,569929,59s-70-60-27.txt,60,70,18,8168,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,770023,59s-70-60-27.txt,60,70,70,19896,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,910295,59s-70-60-27.txt,60,70,18,8018,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,827725,59s-70-60-27.txt,60,70,20,8916,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5683309,59s-70-60-27.txt,60,70,18,8114,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,578633,59s-70-60-28.txt,60,70,19,8580,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,555963,59s-70-60-28.txt,60,70,18,8178,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,747276,59s-70-60-28.txt,60,70,70,19768,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,909874,59s-70-60-28.txt,60,70,17,7862,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,803835,59s-70-60-28.txt,60,70,20,8726,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5508033,59s-70-60-28.txt,60,70,17,7786,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,577805,59s-70-60-29.txt,60,70,19,8532,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,565775,59s-70-60-29.txt,60,70,18,8148,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,766271,59s-70-60-29.txt,60,70,70,19604,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,878224,59s-70-60-29.txt,60,70,17,8046,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,808318,59s-70-60-29.txt,60,70,19,8738,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5650292,59s-70-60-29.txt,60,70,18,8134,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,589915,59s-70-60-30.txt,60,70,21,8954,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,577133,59s-70-60-30.txt,60,70,18,8004,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,765766,59s-70-60-30.txt,60,70,70,19672,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,909945,59s-70-60-30.txt,60,70,18,8034,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,812290,59s-70-60-30.txt,60,70,20,8790,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5792147,59s-70-60-30.txt,60,70,18,8116,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,575624,59s-70-60-31.txt,60,70,19,8472,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,547154,59s-70-60-31.txt,60,70,18,8224,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,752414,59s-70-60-31.txt,60,70,70,19790,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,908846,59s-70-60-31.txt,60,70,17,7894,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,797302,59s-70-60-31.txt,60,70,20,8760,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5480025,59s-70-60-31.txt,60,70,17,7608,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,576549,59s-70-60-32.txt,60,70,20,8518,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,579234,59s-70-60-32.txt,60,70,18,8182,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,751334,59s-70-60-32.txt,60,70,70,19362,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,886122,59s-70-60-32.txt,60,70,17,7618,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,789486,59s-70-60-32.txt,60,70,20,8578,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5589852,59s-70-60-32.txt,60,70,17,7662,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,574512,59s-70-60-33.txt,60,70,19,8580,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,555968,59s-70-60-33.txt,60,70,18,8056,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,764376,59s-70-60-33.txt,60,70,70,19552,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,894346,59s-70-60-33.txt,60,70,17,7630,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,803742,59s-70-60-33.txt,60,70,20,8910,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5520569,59s-70-60-33.txt,60,70,17,7718,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,599420,59s-70-60-34.txt,60,70,21,8682,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,576347,59s-70-60-34.txt,60,70,19,8160,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,781758,59s-70-60-34.txt,60,70,70,19412,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,955027,59s-70-60-34.txt,60,70,18,7958,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,844624,59s-70-60-34.txt,60,70,21,8844,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,6022720,59s-70-60-34.txt,60,70,18,7968,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,545125,59s-70-60-35.txt,60,70,19,8208,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,541931,59s-70-60-35.txt,60,70,17,7674,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,721875,59s-70-60-35.txt,60,70,70,18530,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,853406,59s-70-60-35.txt,60,70,17,7278,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,775893,59s-70-60-35.txt,60,70,19,8188,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5148989,59s-70-60-35.txt,60,70,17,7532,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,555133,59s-70-60-36.txt,60,70,18,7726,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,538626,59s-70-60-36.txt,60,70,17,7526,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,740334,59s-70-60-36.txt,60,70,70,18840,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,848922,59s-70-60-36.txt,60,70,17,7562,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,757531,59s-70-60-36.txt,60,70,19,8082,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5261249,59s-70-60-36.txt,60,70,17,7344,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,581718,59s-70-60-37.txt,60,70,20,9048,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,580202,59s-70-60-37.txt,60,70,19,8562,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,784557,59s-70-60-37.txt,60,70,70,20510,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,930939,59s-70-60-37.txt,60,70,18,8156,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,864655,59s-70-60-37.txt,60,70,21,9476,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5985861,59s-70-60-37.txt,60,70,18,8132,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,539246,59s-70-60-38.txt,60,70,18,8236,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,519548,59s-70-60-38.txt,60,70,17,7842,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,761605,59s-70-60-38.txt,60,70,70,19752,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,857789,59s-70-60-38.txt,60,70,17,7560,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,765249,59s-70-60-38.txt,60,70,19,8472,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5245493,59s-70-60-38.txt,60,70,17,7526,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,582488,59s-70-60-39.txt,60,70,21,9284,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,585962,59s-70-60-39.txt,60,70,18,8174,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,766742,59s-70-60-39.txt,60,70,70,20054,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,916592,59s-70-60-39.txt,60,70,18,8340,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,830102,59s-70-60-39.txt,60,70,21,9126,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5754768,59s-70-60-39.txt,60,70,18,8322,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,526166,60s-70-75-0.txt,75,70,14,6454,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,516777,60s-70-75-0.txt,75,70,14,6520,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,741027,60s-70-75-0.txt,75,70,70,19174,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,865194,60s-70-75-0.txt,75,70,14,6538,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,787204,60s-70-75-0.txt,75,70,15,7082,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,40457882,60s-70-75-0.txt,75,70,14,6394,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,536174,60s-70-75-1.txt,75,70,15,6832,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,527606,60s-70-75-1.txt,75,70,14,6404,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,749557,60s-70-75-1.txt,75,70,70,19454,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,865525,60s-70-75-1.txt,75,70,14,6514,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,806936,60s-70-75-1.txt,75,70,15,6890,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5448796,60s-70-75-1.txt,75,70,14,6642,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,517851,60s-70-75-2.txt,75,70,15,6720,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,510803,60s-70-75-2.txt,75,70,14,6356,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,744035,60s-70-75-2.txt,75,70,70,19578,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,875171,60s-70-75-2.txt,75,70,13,6088,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,752305,60s-70-75-2.txt,75,70,15,6992,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5330118,60s-70-75-2.txt,75,70,14,6296,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,554754,60s-70-75-3.txt,75,70,16,7656,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,525120,60s-70-75-3.txt,75,70,14,6778,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,781974,60s-70-75-3.txt,75,70,70,20102,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,868904,60s-70-75-3.txt,75,70,14,6874,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,782959,60s-70-75-3.txt,75,70,15,7290,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5543009,60s-70-75-3.txt,75,70,14,6824,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,547747,60s-70-75-4.txt,75,70,15,7082,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,535042,60s-70-75-4.txt,75,70,14,6648,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,755170,60s-70-75-4.txt,75,70,70,19760,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,859999,60s-70-75-4.txt,75,70,14,6554,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,777546,60s-70-75-4.txt,75,70,15,6904,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5478696,60s-70-75-4.txt,75,70,14,6594,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,532091,60s-70-75-5.txt,75,70,15,6896,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,531103,60s-70-75-5.txt,75,70,14,6402,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,753423,60s-70-75-5.txt,75,70,70,19274,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,872596,60s-70-75-5.txt,75,70,14,6450,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,793675,60s-70-75-5.txt,75,70,15,6818,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5547588,60s-70-75-5.txt,75,70,14,6422,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,585987,60s-70-75-6.txt,75,70,17,7858,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,561775,60s-70-75-6.txt,75,70,15,7018,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,782758,60s-70-75-6.txt,75,70,70,19978,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,954960,60s-70-75-6.txt,75,70,15,6976,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,824386,60s-70-75-6.txt,75,70,16,7422,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5993009,60s-70-75-6.txt,75,70,15,7020,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,543950,60s-70-75-7.txt,75,70,14,6576,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,516564,60s-70-75-7.txt,75,70,14,6614,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,739754,60s-70-75-7.txt,75,70,70,19180,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,838414,60s-70-75-7.txt,75,70,13,6064,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,756721,60s-70-75-7.txt,75,70,15,7122,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5253042,60s-70-75-7.txt,75,70,14,6510,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,514746,60s-70-75-8.txt,75,70,14,6508,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,500015,60s-70-75-8.txt,75,70,13,6160,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,723011,60s-70-75-8.txt,75,70,70,18570,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,828338,60s-70-75-8.txt,75,70,13,6230,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,726769,60s-70-75-8.txt,75,70,14,6650,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5194577,60s-70-75-8.txt,75,70,13,6122,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,557844,60s-70-75-9.txt,75,70,16,7538,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,572453,60s-70-75-9.txt,75,70,15,7130,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,773644,60s-70-75-9.txt,75,70,70,19906,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,899412,60s-70-75-9.txt,75,70,15,6912,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,838128,60s-70-75-9.txt,75,70,16,7522,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5925925,60s-70-75-9.txt,75,70,15,6976,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,558778,60s-70-75-10.txt,75,70,16,7400,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,544687,60s-70-75-10.txt,75,70,14,6760,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,798793,60s-70-75-10.txt,75,70,70,20084,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,879668,60s-70-75-10.txt,75,70,14,6846,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,788341,60s-70-75-10.txt,75,70,15,7156,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5801127,60s-70-75-10.txt,75,70,14,6630,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,569365,60s-70-75-11.txt,75,70,16,7276,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,560731,60s-70-75-11.txt,75,70,15,7038,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,767538,60s-70-75-11.txt,75,70,70,20032,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,922688,60s-70-75-11.txt,75,70,15,6766,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,808288,60s-70-75-11.txt,75,70,16,7450,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5809411,60s-70-75-11.txt,75,70,15,7104,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,566454,60s-70-75-12.txt,75,70,16,7562,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,563826,60s-70-75-12.txt,75,70,15,6984,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,777793,60s-70-75-12.txt,75,70,70,19680,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,954208,60s-70-75-12.txt,75,70,15,7086,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,830177,60s-70-75-12.txt,75,70,16,7480,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,6033969,60s-70-75-12.txt,75,70,15,7064,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,535480,60s-70-75-13.txt,75,70,15,7014,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,555970,60s-70-75-13.txt,75,70,14,6558,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,749116,60s-70-75-13.txt,75,70,70,19290,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,900247,60s-70-75-13.txt,75,70,14,6414,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,775585,60s-70-75-13.txt,75,70,15,6896,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5589950,60s-70-75-13.txt,75,70,14,6560,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,564886,60s-70-75-14.txt,75,70,16,7292,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,560544,60s-70-75-14.txt,75,70,15,6848,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,785474,60s-70-75-14.txt,75,70,70,19460,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,927559,60s-70-75-14.txt,75,70,15,6796,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,858161,60s-70-75-14.txt,75,70,16,7296,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,6130361,60s-70-75-14.txt,75,70,15,6858,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,535502,60s-70-75-15.txt,75,70,15,6714,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,511041,60s-70-75-15.txt,75,70,14,6492,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,768849,60s-70-75-15.txt,75,70,70,18342,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,862622,60s-70-75-15.txt,75,70,14,6178,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,757488,60s-70-75-15.txt,75,70,15,6532,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5416872,60s-70-75-15.txt,75,70,14,6306,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,553413,60s-70-75-16.txt,75,70,16,7324,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,527475,60s-70-75-16.txt,75,70,14,6442,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,760684,60s-70-75-16.txt,75,70,70,19098,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,880294,60s-70-75-16.txt,75,70,14,6554,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,778441,60s-70-75-16.txt,75,70,15,6820,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5709696,60s-70-75-16.txt,75,70,14,6476,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,595390,60s-70-75-17.txt,75,70,17,8050,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,599228,60s-70-75-17.txt,75,70,16,7410,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,800103,60s-70-75-17.txt,75,70,70,19918,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,940700,60s-70-75-17.txt,75,70,15,7134,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,892040,60s-70-75-17.txt,75,70,17,7770,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,6322734,60s-70-75-17.txt,75,70,15,7226,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,591647,60s-70-75-18.txt,75,70,17,7828,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,590482,60s-70-75-18.txt,75,70,15,7200,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,799089,60s-70-75-18.txt,75,70,70,20448,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,931903,60s-70-75-18.txt,75,70,15,7056,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,849418,60s-70-75-18.txt,75,70,17,7816,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,6046279,60s-70-75-18.txt,75,70,15,7180,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,539191,60s-70-75-19.txt,75,70,16,7046,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,529447,60s-70-75-19.txt,75,70,14,6448,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,762036,60s-70-75-19.txt,75,70,70,18930,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,847448,60s-70-75-19.txt,75,70,14,6314,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,785685,60s-70-75-19.txt,75,70,15,6876,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,5676296,60s-70-75-19.txt,75,70,14,6380,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,580818,60s-70-75-20.txt,75,70,16,7428,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,571628,60s-70-75-20.txt,75,70,15,7062,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,809392,60s-70-75-20.txt,75,70,70,20090,WITHOUT_ENCAPSULATION
G01,SSHAPE,10,3,900,935009,60s-70-75-20.txt,75,70,15,7214,WITHOUT_ENCAPSULATION
G02,SSHAPE,10,3,900,849735,60s-70-75-20.txt,75,70,17,7976,WITHOUT_ENCAPSULATION
G03,SSHAPE,10,3,900,6092679,60s-70-75-20.txt,75,70,15,7006,WITHOUT_ENCAPSULATION
FCFS,SSHAPE,10,3,900,548000,60s-70-75-21.txt,75,70,16,7278,WITHOUT_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,538429,60s-70-75-21.txt,75,70,14,6546,WITHOUT_ENCAPSULATION
SOP,SSHAPE,10,3,900,759185,60s-70-75-21.txt,75,70,70,19074,WITHOUT_ENCAPSULATION
