obp_algorithm,prp_algorithm,ls_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,before_num_batches,before_distance,after_num_batches,after_distance,type_experiment
RANDOM,LGAP,LS_1x2,10,3,900,1544604,24s-20-75-19.txt,75,20,4,2006,4,1936,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2357341,24s-20-75-19.txt,75,20,4,1980,4,1910,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2079904,24s-20-75-20.txt,75,20,5,2455,5,2455,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,627303,24s-20-75-20.txt,75,20,5,2450,5,2424,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2353338,24s-20-75-20.txt,75,20,5,2334,5,2224,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,901047,24s-20-75-20.txt,75,20,5,2388,5,2388,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1621295,24s-20-75-21.txt,75,20,5,2438,5,2438,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1038010,24s-20-75-21.txt,75,20,5,2398,5,2332,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2282982,24s-20-75-21.txt,75,20,5,2314,5,2314,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1603050,24s-20-75-21.txt,75,20,5,2432,5,2318,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1697538,24s-20-75-22.txt,75,20,4,1976,4,1976,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,428142,24s-20-75-22.txt,75,20,4,1852,4,1852,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2727882,24s-20-75-22.txt,75,20,4,1830,4,1765,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2729631,24s-20-75-22.txt,75,20,4,1832,4,1788,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1475526,24s-20-75-23.txt,75,20,4,1852,4,1852,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,367441,24s-20-75-23.txt,75,20,4,1960,4,1960,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1751545,24s-20-75-23.txt,75,20,4,1900,4,1856,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1123385,24s-20-75-23.txt,75,20,4,1916,4,1916,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1282879,24s-20-75-24.txt,75,20,4,2182,4,2182,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,358978,24s-20-75-24.txt,75,20,4,2096,4,2052,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,939671,24s-20-75-24.txt,75,20,4,2090,4,2090,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2650259,24s-20-75-24.txt,75,20,4,2148,4,1966,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1580127,24s-20-75-25.txt,75,20,4,1924,4,1924,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,771053,24s-20-75-25.txt,75,20,4,1908,4,1822,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2197509,24s-20-75-25.txt,75,20,4,1854,4,1854,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1763916,24s-20-75-25.txt,75,20,4,1862,4,1862,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1677830,24s-20-75-26.txt,75,20,4,1982,4,1982,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,755033,24s-20-75-26.txt,75,20,4,1953,4,1939,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1810236,24s-20-75-26.txt,75,20,4,1978,4,1933,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2409336,24s-20-75-26.txt,75,20,4,1984,4,1939,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1690752,24s-20-75-27.txt,75,20,5,2380,5,2380,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1081185,24s-20-75-27.txt,75,20,5,2480,5,2430,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2013134,24s-20-75-27.txt,75,20,5,2426,5,2362,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2895869,24s-20-75-27.txt,75,20,5,2540,5,2432,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1506836,24s-20-75-28.txt,75,20,4,1938,4,1938,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,736154,24s-20-75-28.txt,75,20,4,1960,4,1930,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1569030,24s-20-75-28.txt,75,20,4,2030,4,1972,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,3070732,24s-20-75-28.txt,75,20,4,1926,4,1871,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2675282,24s-20-75-29.txt,75,20,5,2204,5,2204,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,248644,24s-20-75-29.txt,75,20,4,1994,4,1994,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,584748,24s-20-75-29.txt,75,20,4,2012,4,1982,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1692698,24s-20-75-29.txt,75,20,5,2268,5,2168,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,492261,24s-20-75-30.txt,75,20,4,2130,4,2130,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,342023,24s-20-75-30.txt,75,20,4,2182,4,2164,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1954101,24s-20-75-30.txt,75,20,5,2397,5,2375,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1572229,24s-20-75-30.txt,75,20,5,2448,5,2372,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1608840,24s-20-75-31.txt,75,20,4,1832,4,1832,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,585676,24s-20-75-31.txt,75,20,4,1880,4,1880,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2939459,24s-20-75-31.txt,75,20,4,1816,4,1768,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1376969,24s-20-75-31.txt,75,20,4,1834,4,1834,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1708940,24s-20-75-32.txt,75,20,4,1982,4,1982,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,667568,24s-20-75-32.txt,75,20,4,1942,4,1884,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2092674,24s-20-75-32.txt,75,20,4,1886,4,1886,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1912977,24s-20-75-32.txt,75,20,4,1938,4,1938,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1693917,24s-20-75-33.txt,75,20,4,2054,4,2054,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,668099,24s-20-75-33.txt,75,20,4,1980,4,1970,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1386173,24s-20-75-33.txt,75,20,4,2010,4,2010,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1678801,24s-20-75-33.txt,75,20,4,2100,4,2100,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1606130,24s-20-75-34.txt,75,20,5,2310,5,2310,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,248905,24s-20-75-34.txt,75,20,4,2096,4,2096,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1875413,24s-20-75-34.txt,75,20,5,2292,5,2228,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,528557,24s-20-75-34.txt,75,20,5,2264,5,2264,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,907087,24s-20-75-35.txt,75,20,4,2190,4,2190,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,599019,24s-20-75-35.txt,75,20,4,2188,4,2132,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1282108,24s-20-75-35.txt,75,20,4,2138,4,2138,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,882069,24s-20-75-35.txt,75,20,4,2164,4,2164,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2683213,24s-20-75-36.txt,75,20,5,2515,5,2515,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,557919,24s-20-75-36.txt,75,20,5,2466,5,2466,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,781521,24s-20-75-36.txt,75,20,5,2376,5,2376,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2140085,24s-20-75-36.txt,75,20,5,2477,5,2393,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1717768,24s-20-75-37.txt,75,20,4,2080,4,2080,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,613473,24s-20-75-37.txt,75,20,4,2056,4,2028,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2140481,24s-20-75-37.txt,75,20,4,1994,4,1994,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1820678,24s-20-75-37.txt,75,20,4,2006,4,2006,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1434530,24s-20-75-38.txt,75,20,4,2048,4,2048,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,420953,24s-20-75-38.txt,75,20,4,2101,4,2091,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2304539,24s-20-75-38.txt,75,20,4,2036,4,2036,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2410775,24s-20-75-38.txt,75,20,4,1980,4,1926,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,672748,24s-20-75-39.txt,75,20,4,2122,4,2116,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,506548,24s-20-75-39.txt,75,20,5,2360,5,2344,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1045519,24s-20-75-39.txt,75,20,4,2064,4,2000,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,1250701,24s-20-75-39.txt,75,20,4,2054,4,2054,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3732717,25s-30-30-0.txt,30,30,19,6289,19,6289,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,747595,25s-30-30-0.txt,30,30,18,6176,18,6084,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,5951847,25s-30-30-0.txt,30,30,20,6443,20,6429,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,5869369,25s-30-30-0.txt,30,30,19,6291,19,6291,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3040414,25s-30-30-1.txt,30,30,18,5885,18,5885,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,559986,25s-30-30-1.txt,30,30,17,5712,17,5712,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,7736745,25s-30-30-1.txt,30,30,19,6071,19,6071,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,6576773,25s-30-30-1.txt,30,30,18,5801,18,5801,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3434334,25s-30-30-2.txt,30,30,23,7659,23,7659,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1352821,25s-30-30-2.txt,30,30,23,7650,23,7650,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,9642814,25s-30-30-2.txt,30,30,22,7357,22,7357,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,3895445,25s-30-30-2.txt,30,30,23,7547,23,7547,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2015161,25s-30-30-3.txt,30,30,16,5237,16,5143,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,791610,25s-30-30-3.txt,30,30,17,5596,17,5526,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,4355258,25s-30-30-3.txt,30,30,17,5530,17,5530,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,7424079,25s-30-30-3.txt,30,30,16,5510,16,5510,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3871360,25s-30-30-4.txt,30,30,17,5402,17,5320,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,851466,25s-30-30-4.txt,30,30,17,5429,17,5371,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,13365155,25s-30-30-4.txt,30,30,16,5107,16,5107,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,7910603,25s-30-30-4.txt,30,30,17,5383,17,5383,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2427741,25s-30-30-5.txt,30,30,16,5574,16,5445,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1018970,25s-30-30-5.txt,30,30,16,5463,16,5463,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,6398483,25s-30-30-5.txt,30,30,17,5734,17,5606,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,4845919,25s-30-30-5.txt,30,30,17,5614,17,5614,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2160966,25s-30-30-6.txt,30,30,17,5641,17,5641,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,924270,25s-30-30-6.txt,30,30,17,5728,17,5668,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,6058986,25s-30-30-6.txt,30,30,17,5521,17,5468,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,7005760,25s-30-30-6.txt,30,30,18,5793,18,5793,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3835137,25s-30-30-7.txt,30,30,19,5852,19,5852,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1083649,25s-30-30-7.txt,30,30,17,5743,17,5743,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,7333861,25s-30-30-7.txt,30,30,17,5644,17,5644,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,3592560,25s-30-30-7.txt,30,30,19,5952,19,5952,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1168759,25s-30-30-8.txt,30,30,14,4904,14,4904,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,615486,25s-30-30-8.txt,30,30,14,4820,14,4820,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,1704516,25s-30-30-8.txt,30,30,14,4787,14,4731,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,2639383,25s-30-30-8.txt,30,30,15,4956,15,4956,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,6278689,25s-30-30-9.txt,30,30,19,6190,19,5994,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1163885,25s-30-30-9.txt,30,30,19,5994,19,5936,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,7489031,25s-30-30-9.txt,30,30,18,5864,18,5864,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,8282993,25s-30-30-9.txt,30,30,18,5758,18,5758,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3094415,25s-30-30-10.txt,30,30,17,5659,17,5659,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,865193,25s-30-30-10.txt,30,30,17,5711,17,5711,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,8977461,25s-30-30-10.txt,30,30,18,5906,18,5906,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,9310894,25s-30-30-10.txt,30,30,17,5602,17,5602,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3953555,25s-30-30-11.txt,30,30,18,5670,18,5658,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,656314,25s-30-30-11.txt,30,30,17,5595,17,5595,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,5349643,25s-30-30-11.txt,30,30,17,5482,17,5454,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,9858580,25s-30-30-11.txt,30,30,17,5519,17,5519,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2247007,25s-30-30-12.txt,30,30,14,4637,14,4637,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1304231,25s-30-30-12.txt,30,30,14,4718,14,4688,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,6039869,25s-30-30-12.txt,30,30,14,4565,14,4565,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,8738028,25s-30-30-12.txt,30,30,14,4687,14,4687,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2511834,25s-30-30-13.txt,30,30,19,6214,19,6152,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,711215,25s-30-30-13.txt,30,30,19,6276,19,6201,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,9786192,25s-30-30-13.txt,30,30,19,6301,19,6301,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,13800501,25s-30-30-13.txt,30,30,19,6269,19,6269,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,4497854,25s-30-30-14.txt,30,30,17,5717,17,5717,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1766694,25s-30-30-14.txt,30,30,17,5784,17,5733,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,9435110,25s-30-30-14.txt,30,30,17,5724,17,5724,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,9335313,25s-30-30-14.txt,30,30,17,5650,17,5650,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1692836,25s-30-30-15.txt,30,30,16,5793,16,5793,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1046854,25s-30-30-15.txt,30,30,16,5775,16,5775,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,4266710,25s-30-30-15.txt,30,30,16,5850,16,5762,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,6223109,25s-30-30-15.txt,30,30,16,5665,16,5665,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2419432,25s-30-30-16.txt,30,30,18,5766,18,5667,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1260965,25s-30-30-16.txt,30,30,19,6093,19,6070,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,7731240,25s-30-30-16.txt,30,30,19,5926,19,5861,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,11240058,25s-30-30-16.txt,30,30,19,6010,19,6010,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3048226,25s-30-30-17.txt,30,30,16,5273,16,5273,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,691961,25s-30-30-17.txt,30,30,15,5286,15,5238,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,7003316,25s-30-30-17.txt,30,30,16,5450,16,5398,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,4067098,25s-30-30-17.txt,30,30,17,5655,17,5655,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2036114,25s-30-30-18.txt,30,30,16,5356,16,5356,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1032111,25s-30-30-18.txt,30,30,16,5415,16,5327,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,6935751,25s-30-30-18.txt,30,30,16,5483,16,5401,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,4395847,25s-30-30-18.txt,30,30,18,5688,18,5652,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3292945,25s-30-30-19.txt,30,30,19,6180,19,6180,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1034045,25s-30-30-19.txt,30,30,19,6136,19,6035,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,10972781,25s-30-30-19.txt,30,30,20,6279,20,6253,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,4669722,25s-30-30-19.txt,30,30,20,6301,20,6301,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3483692,25s-30-30-20.txt,30,30,18,5895,18,5895,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,944681,25s-30-30-20.txt,30,30,18,5903,18,5903,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,8392231,25s-30-30-20.txt,30,30,18,5846,18,5744,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,6365560,25s-30-30-20.txt,30,30,18,5625,18,5599,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3013149,25s-30-30-21.txt,30,30,17,5846,17,5846,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,683408,25s-30-30-21.txt,30,30,16,5528,16,5528,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,5423831,25s-30-30-21.txt,30,30,16,5672,16,5672,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,8308069,25s-30-30-21.txt,30,30,17,5796,17,5768,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3327901,25s-30-30-22.txt,30,30,18,6201,18,6201,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1031727,25s-30-30-22.txt,30,30,18,6091,18,6029,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,7747010,25s-30-30-22.txt,30,30,17,5968,17,5942,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,8550575,25s-30-30-22.txt,30,30,18,6009,18,6009,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2426522,25s-30-30-23.txt,30,30,15,5247,15,5247,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,893199,25s-30-30-23.txt,30,30,15,5200,15,5126,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,2312288,25s-30-30-23.txt,30,30,15,5208,15,5160,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,13506846,25s-30-30-23.txt,30,30,15,5252,15,5252,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1794459,25s-30-30-24.txt,30,30,16,5451,16,5451,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,998313,25s-30-30-24.txt,30,30,17,5870,17,5790,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,6089593,25s-30-30-24.txt,30,30,17,5692,17,5692,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,14078642,25s-30-30-24.txt,30,30,16,5582,16,5582,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3036807,25s-30-30-25.txt,30,30,15,4833,15,4833,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,787503,25s-30-30-25.txt,30,30,15,4814,15,4792,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,5187670,25s-30-30-25.txt,30,30,15,4772,15,4772,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,3592306,25s-30-30-25.txt,30,30,16,4992,16,4965,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,1423185,25s-30-30-26.txt,30,30,17,5842,17,5842,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,964470,25s-30-30-26.txt,30,30,18,6018,18,6018,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,27299650,25s-30-30-26.txt,30,30,19,6158,19,6158,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,9075807,25s-30-30-26.txt,30,30,18,5954,18,5954,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3087086,25s-30-30-27.txt,30,30,18,6048,18,6048,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,673976,25s-30-30-27.txt,30,30,18,6023,18,6023,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,8074571,25s-30-30-27.txt,30,30,19,6077,19,6057,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,6548285,25s-30-30-27.txt,30,30,18,6039,18,6039,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,2955069,25s-30-30-28.txt,30,30,19,6329,19,6329,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,889014,25s-30-30-28.txt,30,30,18,6062,18,6062,WITHOUT_ENCAPSULATION
