obp_algorithm,prp_algorithm,ls_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,before_num_batches,before_distance,after_num_batches,after_distance,type_experiment
RANDOM,LGAP,LS_1x2,10,3,900,59905655,61s-80-30-27.txt,30,80,45,15794,45,15716,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,133316876,61s-80-30-27.txt,30,80,45,15826,45,15826,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,28911591,61s-80-30-28.txt,30,80,46,15659,46,15619,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2826769,61s-80-30-28.txt,30,80,45,15535,45,15437,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,30195995,61s-80-30-28.txt,30,80,43,15073,43,15019,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,153789222,61s-80-30-28.txt,30,80,44,15116,44,15116,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,27266692,61s-80-30-29.txt,30,80,48,16110,48,16010,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3470619,61s-80-30-29.txt,30,80,48,16239,48,16146,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,67228581,61s-80-30-29.txt,30,80,49,16151,49,16151,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,109749884,61s-80-30-29.txt,30,80,49,16366,49,16366,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,18719347,61s-80-30-30.txt,30,80,42,14394,42,14372,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2235622,61s-80-30-30.txt,30,80,41,14242,41,14110,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,75629451,61s-80-30-30.txt,30,80,42,14469,42,14234,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,142616560,61s-80-30-30.txt,30,80,41,14321,41,14231,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,22570837,61s-80-30-31.txt,30,80,41,13822,41,13822,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2762785,61s-80-30-31.txt,30,80,42,14296,42,14296,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,27920876,61s-80-30-31.txt,30,80,40,13789,40,13571,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,153056545,61s-80-30-31.txt,30,80,40,13887,40,13887,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,28066021,61s-80-30-32.txt,30,80,45,15252,45,15252,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2444553,61s-80-30-32.txt,30,80,44,14898,44,14820,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,65875430,61s-80-30-32.txt,30,80,46,15363,46,14965,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,91525966,61s-80-30-32.txt,30,80,47,15400,47,15400,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12444130,61s-80-30-33.txt,30,80,40,14231,40,14231,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2511672,61s-80-30-33.txt,30,80,39,13876,39,13838,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,44145910,61s-80-30-33.txt,30,80,40,14162,40,13824,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,148212150,61s-80-30-33.txt,30,80,40,14027,40,13920,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,18461777,61s-80-30-34.txt,30,80,45,15270,45,15208,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2587406,61s-80-30-34.txt,30,80,45,15346,45,15158,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,46576132,61s-80-30-34.txt,30,80,44,15213,44,15213,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,123290500,61s-80-30-34.txt,30,80,45,15067,45,15067,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,16072887,61s-80-30-35.txt,30,80,41,14063,41,14063,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2796523,61s-80-30-35.txt,30,80,41,13949,41,13823,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,29676776,61s-80-30-35.txt,30,80,41,14041,41,13921,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,131877939,61s-80-30-35.txt,30,80,42,14092,42,14092,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,17991197,61s-80-30-36.txt,30,80,45,15568,45,15438,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2330838,61s-80-30-36.txt,30,80,44,15294,44,15294,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,72628141,61s-80-30-36.txt,30,80,45,15562,45,15512,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,172244089,61s-80-30-36.txt,30,80,44,15381,44,15381,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,22963698,61s-80-30-37.txt,30,80,44,14967,44,14967,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3120219,61s-80-30-37.txt,30,80,44,14961,44,14961,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,67292061,61s-80-30-37.txt,30,80,45,15197,45,15157,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,161975360,61s-80-30-37.txt,30,80,44,15093,44,15093,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,20708899,61s-80-30-38.txt,30,80,44,14847,44,14847,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2277937,61s-80-30-38.txt,30,80,43,14742,43,14688,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,49461604,61s-80-30-38.txt,30,80,44,15019,44,14924,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,137926466,61s-80-30-38.txt,30,80,44,14841,44,14841,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,18558090,61s-80-30-39.txt,30,80,40,14283,40,14165,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2603903,61s-80-30-39.txt,30,80,40,14076,40,14031,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,23263898,61s-80-30-39.txt,30,80,40,14278,40,14036,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,111380153,61s-80-30-39.txt,30,80,40,14206,40,14170,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14588875,62s-80-45-0.txt,45,80,31,12894,31,12894,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,4619949,62s-80-45-0.txt,45,80,31,12904,31,12764,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,31228048,62s-80-45-0.txt,45,80,31,13098,31,12408,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,84252137,62s-80-45-0.txt,45,80,31,12891,31,12760,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12805964,62s-80-45-1.txt,45,80,28,11543,28,11531,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3206797,62s-80-45-1.txt,45,80,28,11522,28,11488,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,26857919,62s-80-45-1.txt,45,80,28,11359,28,11017,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,51458099,62s-80-45-1.txt,45,80,28,11393,28,10951,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,13286180,62s-80-45-2.txt,45,80,28,11822,28,11822,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2626085,62s-80-45-2.txt,45,80,27,11506,27,11496,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,17364785,62s-80-45-2.txt,45,80,27,11748,27,11164,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,34164178,62s-80-45-2.txt,45,80,27,11605,27,11154,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14660520,62s-80-45-3.txt,45,80,27,10935,27,10935,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2213716,62s-80-45-3.txt,45,80,27,11168,27,11074,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,17767232,62s-80-45-3.txt,45,80,27,11195,27,10983,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,41793006,62s-80-45-3.txt,45,80,27,11228,27,10549,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,17070798,62s-80-45-4.txt,45,80,27,11086,27,11032,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3186196,62s-80-45-4.txt,45,80,26,10773,26,10707,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24727244,62s-80-45-4.txt,45,80,27,10958,27,10490,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,33805503,62s-80-45-4.txt,45,80,26,10753,26,10277,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,13283623,62s-80-45-5.txt,45,80,27,11303,27,11303,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3305993,62s-80-45-5.txt,45,80,27,11328,27,11300,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,27144920,62s-80-45-5.txt,45,80,27,11390,27,10921,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,37735028,62s-80-45-5.txt,45,80,27,11363,27,10715,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,6522364,62s-80-45-6.txt,45,80,28,11526,28,11500,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3409095,62s-80-45-6.txt,45,80,29,11963,29,11835,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,29510405,62s-80-45-6.txt,45,80,29,11922,29,11483,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,46698925,62s-80-45-6.txt,45,80,29,11861,29,11564,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,17703741,62s-80-45-7.txt,45,80,28,11556,28,11556,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3223593,62s-80-45-7.txt,45,80,28,11612,28,11612,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,21725859,62s-80-45-7.txt,45,80,28,11697,28,11333,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,42976370,62s-80-45-7.txt,45,80,28,11513,28,11157,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,8143776,62s-80-45-8.txt,45,80,25,10432,25,10432,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3778152,62s-80-45-8.txt,45,80,25,10220,25,10192,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,22408712,62s-80-45-8.txt,45,80,25,10478,25,9838,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,36581720,62s-80-45-8.txt,45,80,25,10198,25,9880,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,13749392,62s-80-45-9.txt,45,80,29,11959,29,11943,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3523783,62s-80-45-9.txt,45,80,29,11968,29,11875,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,21068165,62s-80-45-9.txt,45,80,29,11985,29,11572,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,62045454,62s-80-45-9.txt,45,80,29,11655,29,11295,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,15064544,62s-80-45-10.txt,45,80,28,11867,28,11867,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2846873,62s-80-45-10.txt,45,80,28,11966,28,11826,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,19593947,62s-80-45-10.txt,45,80,27,11485,27,11120,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,33352555,62s-80-45-10.txt,45,80,27,11583,27,10996,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,4945843,62s-80-45-11.txt,45,80,28,11762,28,11762,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2029200,62s-80-45-11.txt,45,80,28,11646,28,11568,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,18927995,62s-80-45-11.txt,45,80,29,11821,29,11419,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,68023887,62s-80-45-11.txt,45,80,30,12273,30,12053,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,19532870,62s-80-45-12.txt,45,80,28,11437,28,11437,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3418522,62s-80-45-12.txt,45,80,28,11628,28,11492,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24591548,62s-80-45-12.txt,45,80,28,11620,28,11125,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,50276051,62s-80-45-12.txt,45,80,28,11574,28,11269,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,19013308,62s-80-45-13.txt,45,80,30,12235,30,12209,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2541620,62s-80-45-13.txt,45,80,30,12281,30,12243,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,15629319,62s-80-45-13.txt,45,80,29,12082,29,11736,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,56677651,62s-80-45-13.txt,45,80,30,12189,30,11793,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,5860338,62s-80-45-14.txt,45,80,25,10596,25,10596,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3035608,62s-80-45-14.txt,45,80,26,10576,26,10542,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,26143296,62s-80-45-14.txt,45,80,26,10651,26,10293,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,33306331,62s-80-45-14.txt,45,80,26,10844,26,10470,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12620919,62s-80-45-15.txt,45,80,28,11865,28,11847,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2917859,62s-80-45-15.txt,45,80,28,12029,28,12029,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,21840503,62s-80-45-15.txt,45,80,28,11902,28,11633,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,39367718,62s-80-45-15.txt,45,80,28,11708,28,11418,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,19315448,62s-80-45-16.txt,45,80,28,11215,28,11163,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2709775,62s-80-45-16.txt,45,80,27,11438,27,11391,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,20028176,62s-80-45-16.txt,45,80,27,11232,27,10956,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,48666514,62s-80-45-16.txt,45,80,28,11612,28,11282,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,7157983,62s-80-45-17.txt,45,80,26,11182,26,11182,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,11070826,62s-80-45-17.txt,45,80,26,11107,26,11071,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,22479735,62s-80-45-17.txt,45,80,26,11301,26,10793,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,34901471,62s-80-45-17.txt,45,80,27,11215,27,10941,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,17112367,62s-80-45-18.txt,45,80,27,11199,27,11199,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3328714,62s-80-45-18.txt,45,80,27,10873,27,10849,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,27118914,62s-80-45-18.txt,45,80,27,11009,27,10477,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,39913867,62s-80-45-18.txt,45,80,27,11136,27,10679,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,5097562,62s-80-45-19.txt,45,80,26,11349,26,11349,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2358368,62s-80-45-19.txt,45,80,27,11537,27,11537,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,19855687,62s-80-45-19.txt,45,80,26,11378,26,11076,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,29827375,62s-80-45-19.txt,45,80,26,11272,26,10917,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9316853,62s-80-45-20.txt,45,80,26,10839,26,10839,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2221668,62s-80-45-20.txt,45,80,25,10864,25,10824,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,25453774,62s-80-45-20.txt,45,80,26,10770,26,10332,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,23058549,62s-80-45-20.txt,45,80,26,10816,26,10308,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12010206,62s-80-45-21.txt,45,80,30,12357,30,12357,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3109872,62s-80-45-21.txt,45,80,31,12816,31,12727,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,18314801,62s-80-45-21.txt,45,80,30,12581,30,12171,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,53438852,62s-80-45-21.txt,45,80,30,12558,30,12276,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,10933951,62s-80-45-22.txt,45,80,27,11410,27,11410,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3731019,62s-80-45-22.txt,45,80,27,11185,27,11135,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,19012371,62s-80-45-22.txt,45,80,27,11233,27,10750,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,55073587,62s-80-45-22.txt,45,80,27,11338,27,10816,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,11255720,62s-80-45-23.txt,45,80,26,10820,26,10820,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3369728,62s-80-45-23.txt,45,80,26,10756,26,10556,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,22787864,62s-80-45-23.txt,45,80,26,10711,26,10423,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,22008193,62s-80-45-23.txt,45,80,26,10847,26,10271,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9925810,62s-80-45-24.txt,45,80,25,10253,25,10253,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2546109,62s-80-45-24.txt,45,80,25,10149,25,10007,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,22308835,62s-80-45-24.txt,45,80,25,10117,25,9753,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,29740557,62s-80-45-24.txt,45,80,25,10202,25,9596,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,8334438,62s-80-45-25.txt,45,80,27,11536,27,11536,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3300833,62s-80-45-25.txt,45,80,28,11760,28,11632,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,13936800,62s-80-45-25.txt,45,80,27,11736,27,11324,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,43950145,62s-80-45-25.txt,45,80,28,11905,28,11563,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9221302,62s-80-45-26.txt,45,80,27,11650,27,11650,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3427390,62s-80-45-26.txt,45,80,28,11672,28,11572,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,20662760,62s-80-45-26.txt,45,80,27,11533,27,11149,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,24065571,62s-80-45-26.txt,45,80,27,11490,27,11301,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12033571,62s-80-45-27.txt,45,80,27,10870,27,10870,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2617473,62s-80-45-27.txt,45,80,27,11001,27,10846,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24069813,62s-80-45-27.txt,45,80,27,11053,27,10498,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,38620936,62s-80-45-27.txt,45,80,27,11070,27,10637,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,5919212,62s-80-45-28.txt,45,80,27,11870,27,11870,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3870396,62s-80-45-28.txt,45,80,28,12263,28,12089,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,28477272,62s-80-45-28.txt,45,80,28,12081,28,11749,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,29879222,62s-80-45-28.txt,45,80,27,11880,27,11544,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12082239,62s-80-45-29.txt,45,80,28,11373,28,11373,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2101859,62s-80-45-29.txt,45,80,27,11322,27,11298,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,42034954,62s-80-45-29.txt,45,80,28,11666,28,11194,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,42609634,62s-80-45-29.txt,45,80,28,11717,28,11141,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14242197,62s-80-45-30.txt,45,80,28,11679,28,11679,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2310680,62s-80-45-30.txt,45,80,28,11409,28,11409,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24041503,62s-80-45-30.txt,45,80,28,11802,28,11460,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,48864604,62s-80-45-30.txt,45,80,28,11392,28,11242,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,18413283,62s-80-45-31.txt,45,80,28,11860,28,11816,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3726418,62s-80-45-31.txt,45,80,28,11634,28,11568,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,26065618,62s-80-45-31.txt,45,80,27,11458,27,10977,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,37272418,62s-80-45-31.txt,45,80,27,11560,27,11360,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,15045624,62s-80-45-32.txt,45,80,27,11410,27,11317,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2430981,62s-80-45-32.txt,45,80,27,11326,27,11149,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,18702191,62s-80-45-32.txt,45,80,26,11328,26,10898,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,35900034,62s-80-45-32.txt,45,80,27,11471,27,11068,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,4490211,62s-80-45-33.txt,45,80,26,10576,26,10504,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3058079,62s-80-45-33.txt,45,80,26,10692,26,10591,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,17207850,62s-80-45-33.txt,45,80,27,10785,27,10345,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,31289221,62s-80-45-33.txt,45,80,27,10726,27,10342,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,6202227,62s-80-45-34.txt,45,80,24,9868,24,9844,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2931151,62s-80-45-34.txt,45,80,24,9817,24,9689,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,31945234,62s-80-45-34.txt,45,80,25,9982,25,9617,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,37587058,62s-80-45-34.txt,45,80,24,9931,24,9429,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,10817171,62s-80-45-35.txt,45,80,27,11771,27,11771,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3617003,62s-80-45-35.txt,45,80,28,11555,28,11463,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24420760,62s-80-45-35.txt,45,80,27,11481,27,10984,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,37030371,62s-80-45-35.txt,45,80,27,11536,27,11174,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,15949686,62s-80-45-36.txt,45,80,27,11428,27,11428,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2713657,62s-80-45-36.txt,45,80,27,11299,27,11221,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,23808767,62s-80-45-36.txt,45,80,27,11482,27,10993,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,28799695,62s-80-45-36.txt,45,80,26,11072,26,10836,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3321454,62s-80-45-37.txt,45,80,25,10530,25,10530,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2874179,62s-80-45-37.txt,45,80,26,10802,26,10802,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,17999978,62s-80-45-37.txt,45,80,26,10887,26,10537,WITH_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,33931926,62s-80-45-37.txt,45,80,26,10879,26,10180,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,5963578,62s-80-45-38.txt,45,80,27,11466,27,11466,WITH_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3003219,62s-80-45-38.txt,45,80,27,11542,27,11197,WITH_ENCAPSULATION
